source_file,data_type,source_sheet,source_range,source_row,source_cell,date_source_cell,date_range,forecast_date,time_period,time_period_year,time_period_month,forecast_series,resin_index_type,resin_index_level,sourcing_country,value_source_column,value_source_header_cell,value,raw_value_text,formula,forecast_horizon_month,forecast_growth_factor,forecast_uncapped_value,forecast_guardrail_cap_pct,forecast_formula
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1175.0960403413585,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,1.178041143199357,1175.0960403413585,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1141.9930842174565,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,1.178041143199357,1141.9930842174565,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,E19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1584.791,1584.791,1584.791,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,E20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1544.777,1544.777,1544.777,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,E21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1544.777,1544.777,1544.777,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,E22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1544.777,1544.777,1544.777,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,E23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1499.803,1499.803,1499.803,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,E24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1499.803,1499.803,1499.803,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,E25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1564.729,1564.729,1564.729,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,E26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1564.729,1564.729,1564.729,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,E27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1424.846,1424.846,1424.846,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,E28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1424.846,1424.846,1424.846,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,E29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1399.906,1399.906,1399.906,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,E30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1311.198,1311.198,1311.198,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,E31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1297.474,1297.474,1297.474,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,E32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1294.939,1294.939,1294.939,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,E33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1477.977,1477.977,1477.977,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,E34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1818.729,1818.729,1818.729,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1673.2306800000001,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,0.9477677678715772,1421.4649415570952,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1539.3722256,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,0.9477677678715772,1421.4649415570952,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1482.9997116539253,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,0.9477677678715772,1482.9997116539253,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1482.9997116539253,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,0.9477677678715772,1482.9997116539253,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1364.3597347216114,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,0.9477677678715772,1350.4231129807454,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1350.4231129807454,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,0.9477677678715772,1350.4231129807454,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1326.7857848500282,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,0.9477677678715772,1326.7857848500282,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade DEL Mexico Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico DEL Domestic Mid,Mid,Mexico,E,E18,1242.7112016976764,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,0.9477677678715772,1242.7112016976764,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,I19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1359.92,1359.920,1359.92,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,I20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1359.92,1359.920,1359.92,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,I21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1359.92,1359.920,1359.92,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,I22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1211.858,1211.858,1211.858,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,I23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1174.842,1174.842,1174.842,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,I24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1174.842,1174.842,1174.842,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,I25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1174.842,1174.842,1174.842,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,I26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1174.842,1174.842,1174.842,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,I27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1174.842,1174.842,1174.842,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,I28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1144.639,1144.639,1144.639,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,I29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1131.025,1131.025,1131.025,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,I30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1089.964,1089.964,1089.964,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,I31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1089.964,1089.964,1089.964,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,I32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1105.011,1105.011,1105.011,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,I33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1309.037,1309.037,1309.037,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,I34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1562.469,1562.469,1562.469,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1437.4714800000002,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,0.9664869696144279,1135.4694843557538,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1322.4737616000002,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,0.9664869696144279,1135.4694843557538,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1216.6758606720002,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,0.9664869696144279,1135.4694843557538,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1135.4694843557538,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,0.9664869696144279,1135.4694843557538,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1135.4694843557538,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,0.9664869696144279,1135.4694843557538,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1106.2786784124892,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,0.9664869696144279,1106.2786784124892,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1093.1209248081584,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,0.9664869696144279,1093.1209248081584,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade FOB Mexico Assessment Export Spot Full Market Range Weekly (Mid) : USD/tonne,ICIS Mexico FOB Export Mid,Mid,Mexico,I,I18,1053.4360033488203,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,0.9664869696144279,1053.4360033488203,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
