source_file,data_type,source_sheet,source_range,source_row,source_cell,date_source_cell,date_range,forecast_date,time_period,time_period_year,time_period_month,forecast_series,resin_index_type,resin_index_level,sourcing_country,value_source_column,value_source_header_cell,value,raw_value_text,formula,forecast_horizon_month,forecast_growth_factor,forecast_uncapped_value,forecast_guardrail_cap_pct,forecast_formula
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Fibre Grade FOB Asia NE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia NE FOB Fibre Mid,Mid,Asia NE,L,L18,1135.2383830833298,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,1.1452016373280842,1135.2383830833298,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Fibre Grade FOB Asia NE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia NE FOB Fibre Mid,Mid,Asia NE,L,L18,1136.0400242294595,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,1.1452016373280842,1136.0400242294595,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Fibre Grade FOB Asia NE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia NE FOB Fibre Mid,Mid,Asia NE,L,L18,1130.8866168614832,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,1.1452016373280842,1130.8866168614832,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Fibre Grade FOB Asia NE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia NE FOB Fibre Mid,Mid,Asia NE,L,L18,1118.8619996695384,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,1.1452016373280842,1118.8619996695384,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Fibre Grade FOB Asia NE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia NE FOB Fibre Mid,Mid,Asia NE,L,L18,1096.5305677416407,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,1.1452016373280842,1096.5305677416407,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Fibre Grade FOB Asia NE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia NE FOB Fibre Mid,Mid,Asia NE,L,L18,1089.4303175902064,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,1.1452016373280842,1089.4303175902064,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,F19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,926.0,926.0,926,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,F20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,936.3,936.3,936.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,F21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,930.6,930.6,930.6,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,F22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,906.3,906.3,906.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,F23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,916.0,916.0,916,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,F24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,924.4,924.4,924.4,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,F25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,915.6,915.6,915.6,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,F26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,900.0,900.0,900,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,F27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,894.4,894.4,894.4,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,F28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,883.5,883.5,883.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,F29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,879.4,879.4,879.4,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,F30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,863.8,863.8,863.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,F31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,893.8,893.8,893.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,F32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,905.0,905.0,905,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,F33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1213.8,1213.8,1213.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,F34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1412.5,1412.5,1412.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1299.5,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,1.1986629551754586,1097.97526694072,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1195.54,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,1.1986629551754586,1108.044035764194,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1099.8968,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,1.1986629551754586,1097.49580175865,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1078.7966596579129,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,1.1986629551754586,1078.7966596579129,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1072.0841471089302,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,1.1986629551754586,1072.0841471089302,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1059.0187208975176,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,1.1986629551754586,1059.0187208975176,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1054.1042027812982,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,1.1986629551754586,1054.1042027812982,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade FOB Asia SE Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Asia SE FOB Mid,Mid,Asia SE,F,F18,1035.405060680561,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,1.1986629551754586,1035.405060680561,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,D19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1509.944,1509.944,1509.944,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,D20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1464.86,1464.860,1464.86,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,D21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1464.86,1464.860,1464.86,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,D22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1444.798,1444.798,1444.798,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,D23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1399.823,1399.823,1399.823,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,D24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1419.886,1419.886,1419.886,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,D25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1474.891,1474.891,1474.891,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,D26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1474.891,1474.891,1474.891,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,D27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1406.724,1406.724,1406.724,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,D28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1349.558,1349.558,1349.558,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,D29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1296.344,1296.344,1296.344,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,D30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1263.688,1263.688,1263.688,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,D31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1227.505,1227.505,1227.505,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,D32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1247.512,1247.512,1247.512,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,D33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1332.009,1332.009,1332.009,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,D34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1718.667,1718.667,1718.667,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1581.17364,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,0.9408590134322283,1317.0360867597421,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1454.6797488,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,0.9408590134322283,1335.912541146233,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1387.6644911800727,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,0.9408590134322283,1387.6644911800727,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
