source_file,sheet_name,metric_row,metric_name,column_letter,period_raw,period_normalized,value_raw
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AY,44531,2021-12-01,81.538771938562249
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AZ,44562,2022-01-01,87.033091130292661
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BA,44593,2022-02-01,86.800000000000011
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BB,44621,2022-03-01,85.45
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BC,44652,2022-04-01,85.050000000000011
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BD,44682,2022-05-01,86.457664621444422
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BE,44713,2022-06-01,88.19255340613455
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BF,44743,2022-07-01,82.547872535952507
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BG,44774,2022-08-01,80.436194581245843
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BH,44805,2022-09-01,74.119323199552369
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BI,44835,2022-10-01,63.860181794324433
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BJ,44866,2022-11-01,57.949486777521798
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BK,44896,2022-12-01,57.557341154919065
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BL,44927,2023-01-01,55.640377837435622
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BM,44958,2023-02-01,56.421436852054796
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BN,44986,2023-03-01,56.327074488968378
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BO,45017,2023-04-01,59.683375440068495
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BP,45047,2023-05-01,56.527199281443586
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BQ,45078,2023-06-01,52.928035823711085
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BR,45108,2023-07-01,52.399396959825651
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BS,45139,2023-08-01,54.472374077758403
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BT,45170,2023-09-01,54.74441520097136
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BU,45200,2023-10-01,52.764098378281453
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BV,45231,2023-11-01,52.350519131457034
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BW,45261,2023-12-01,53.09583659605056
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BX,44927,2023-01-01,54.45423095255741
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BY,44958,2023-02-01,55.493055686077213
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),BZ,44986,2023-03-01,55.493055686077213
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CA,45017,2023-04-01,61.270487670774848
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CB,45047,2023-05-01,66.605426858468249
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CC,45078,2023-06-01,68.233728340027639
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CD,45108,2023-07-01,63.634238417428392
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CE,45139,2023-08-01,63.540461395118307
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CF,45536,2024-09-01,56.453767430672478
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CG,45566,2024-10-01,57.609955022191777
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CH,45597,2024-11-01,52.583386735429634
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CI,45627,2024-12-01,52.001217725498137
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CJ,45658,2025-01-01,52.047085586886681
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CK,45689,2025-02-01,49.955393497668126
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CL,45717,2025-03-01,49.354994953082191
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CM,45748,2025-04-01,46.147184903409091
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CN,45778,2025-05-01,47.791959368841844
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CO,45809,2025-06-01,59.681732310059161
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CP,45839,2025-07-01,53.917671062232252
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CQ,45870,2025-08-01,53.009134577036122
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CR,45901,2025-09-01,51.720130062117065
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CS,45931,2025-10-01,47.88604728963886
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CT,45962,2025-11-01,47.136872220292652
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CU,45992,2025-12-01,46.221867190541722
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),CV,46023,2026-01-01,47.84994105003301
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,C,,,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,D,ICIS China MID (n-1). ,ICIS China MID (n-1). ,Landed factor 8%
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,E,May-18,May-18,116.3547397260274
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,F,Jun-18,Jun-18,112.25117808219179
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,G,Jul-18,Jul-18,112.20029432816439
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,H,Ago-18,Ago-18,111.88185753424658
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,I,Sep-18,Sep-18,116.3547397260274
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,J,Oct-18,Oct-18,111.12269863013698
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,K,Nov-18,Nov-18,99.530136986301372
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,L,Dic-18,Dic-18,94.816411278672874
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,M,Jan-19,Jan-19,92.901175890410954
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,N,Feb-19,Feb-19,96.420306301369862
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,O,Mar-19,Mar-19,97.972863835616451
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,P,Abr-19,Abr-19,98.386879178082197
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,Q,May-19,May-19,90.375682301369878
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,R,Jun-19,Jun-19,83.896342191780818
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,S,Jul-19,Jul-19,87.260631278672889
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,T,Ago-19,Ago-19,80.811927890410956
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,U,Sep-19,Sep-19,79.135165753424658
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,V,Oct-19,Oct-19,76.834577534246577
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,W,Nov-19,Nov-19,75.929346027397258
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,X,Dic-19,Dic-19,76.541399352086572
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,Y,Jan-20,Jan-20,77.992068968040556
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,Z,Feb-20,Feb-20,77.992068968040556
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AA,Mar-20,Mar-20,69.363236404510687
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AB,Abr-20,Abr-20,62.511714995437806
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AC,Abr-20,Abr-20,66.877966101694923
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AD,May-20,May-20,63.714999144236707
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AE,May-20,May-20,65.225762711864391
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AF,Jun-20,Jun-20,64.447178048346302
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AG,Jun-20,Jun-20,64.816271186440673
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AH,Jul-20,Jul-20,62.846425351602193
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AI,Ago-20,Ago-20,61.884133077629585
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AJ,Sep-20,Sep-20,62.04144736341479
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AK,Oct-20,Oct-20,61.382067543383009
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AL,Nov-20,Nov-20,61.936849958725482
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AM,Dic-20,Dic-20,67.365015159821368
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AN,Jan-21,Jan-21,73.756309410780275
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AO,44228,2021-02-01,81.391889410780266
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AP,44256,2021-03-01,92.949438009136429
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AQ,44287,2021-04-01,88.033379652972059
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AR,44317,2021-05-01,84.265292885443429
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AS,44348,2021-06-01,83.265292885443429
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AT,44378,2021-07-01,86.523165233516252
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AU,44409,2021-08-01,87.023165233516252
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AV,44440,2021-09-01,85.948434090370426
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AW,44440,2021-09-01,98.094119576312337
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AX,44501,2021-11-01,99.259167574944655
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AY,44531,2021-12-01,92.063111093401403
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,AZ,44562,2022-01-01,100.85038543653368
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BA,44593,2022-02-01,100.48
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BB,44621,2022-03-01,100.56
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BC,44652,2022-04-01,105.36
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BD,44682,2022-05-01,107.64243029510379
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BE,44713,2022-06-01,109.18188871424434
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BF,44743,2022-07-01,100.1503993219531
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BG,44774,2022-08-01,97.78989641260425
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BH,44805,2022-09-01,93.828356747349247
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BI,44835,2022-10-01,87.886457771711818
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BJ,44866,2022-11-01,82.865709381191223
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BK,44896,2022-12-01,82.238276385026865
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BL,44927,2023-01-01,87.025680531598809
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BM,44958,2023-02-01,88.929920409534958
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BN,44986,2023-03-01,90.123319182349405
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BO,45017,2023-04-01,93.458113059447768
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BP,45047,2023-05-01,86.760958478375201
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BQ,45078,2023-06-01,82.020478764185015
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BR,45108,2023-07-01,81.723747491059228
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BS,45139,2023-08-01,82.687783607024357
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BT,45170,2023-09-01,83.486685767801447
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BU,45200,2023-10-01,81.849087942406683
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BV,45231,2023-11-01,79.812815692942166
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BW,45261,2023-12-01,79.703505454473628
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BX,44927,2023-01-01,81.876936424884576
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BY,44958,2023-02-01,83.302692362152627
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,BZ,44986,2023-03-01,83.302692362152627
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CA,45017,2023-04-01,83.819310810396118
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CB,45047,2023-05-01,83.133395328887389
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CC,45078,2023-06-01,83.295041335746049
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CD,45108,2023-07-01,83.830402914132705
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CE,45139,2023-08-01,82.043996042072919
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CF,45536,2024-09-01,76.83983115350506
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CG,45566,2024-10-01,79.078822209026853
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CH,45597,2024-11-01,74.825403859298333
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CI,45627,2024-12-01,73.893933443407931
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CJ,45658,2025-01-01,74.556412930720498
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CK,45689,2025-02-01,74.733341951607173
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CL,45717,2025-03-01,73.350886098451497
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CM,45748,2025-04-01,69.927480928065449
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CN,45778,2025-05-01,72.366392800030582
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CO,45809,2025-06-01,74.459120415069194
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CP,45839,2025-07-01,73.247531509455243
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CQ,45870,2025-08-01,72.568418587686878
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CR,45901,2025-09-01,71.778738636543665
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CS,45931,2025-10-01,70.531478927851254
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CT,45962,2025-11-01,70.230980635079149
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CU,45992,2025-12-01,70.781518042023109
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,23,Landed Factor 8%,CV,46023,2026-01-01,76.055527126300078
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,C,,,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,D,ICIS China MID (n-1). ,ICIS China MID (n-1). ,Cambio legislacion ZF 
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,E,May-18,May-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,F,Jun-18,Jun-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,G,Jul-18,Jul-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,H,Ago-18,Ago-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,I,Sep-18,Sep-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,J,Oct-18,Oct-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,K,Nov-18,Nov-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,L,Dic-18,Dic-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,M,Jan-19,Jan-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,N,Feb-19,Feb-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,O,Mar-19,Mar-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,P,Abr-19,Abr-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,Q,May-19,May-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,R,Jun-19,Jun-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,S,Jul-19,Jul-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,T,Ago-19,Ago-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,U,Sep-19,Sep-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,V,Oct-19,Oct-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,W,Nov-19,Nov-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,X,Dic-19,Dic-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,Y,Jan-20,Jan-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,Z,Feb-20,Feb-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AA,Mar-20,Mar-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AB,Abr-20,Abr-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AC,Abr-20,Abr-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AD,May-20,May-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AE,May-20,May-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AF,Jun-20,Jun-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AG,Jun-20,Jun-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AH,Jul-20,Jul-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AI,Ago-20,Ago-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AJ,Sep-20,Sep-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AK,Oct-20,Oct-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AL,Nov-20,Nov-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AM,Dic-20,Dic-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AN,Jan-21,Jan-21,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AO,44228,2021-02-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AP,44256,2021-03-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AQ,44287,2021-04-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AR,44317,2021-05-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AS,44348,2021-06-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AT,44378,2021-07-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AU,44409,2021-08-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AV,44440,2021-09-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AW,44440,2021-09-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AX,44501,2021-11-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AY,44531,2021-12-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,AZ,44562,2022-01-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BA,44593,2022-02-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BB,44621,2022-03-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BC,44652,2022-04-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BD,44682,2022-05-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BE,44713,2022-06-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BF,44743,2022-07-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BG,44774,2022-08-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BH,44805,2022-09-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BI,44835,2022-10-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BJ,44866,2022-11-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BK,44896,2022-12-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BL,44927,2023-01-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BM,44958,2023-02-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,24,ZF Legislation Change,BN,44986,2023-03-01,
