source_file,sheet_name,metric_row,metric_name,column_letter,period_raw,period_normalized,value_raw
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),AV,44440,2021-09-01,1555.3419762333576
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),AW,44440,2021-09-01,1707.1630448076314
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),AX,44501,2021-11-01,1721.7261447905355
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),AY,44531,2021-12-01,1630.7754387712448
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),AZ,44562,2022-01-01,1741
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BA,44593,2022-02-01,1736
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BB,44621,2022-03-01,1709
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BC,44652,2022-04-01,1701
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BD,44682,2022-05-01,1729.1532924288883
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BE,44713,2022-06-01,1763.8510681226908
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BF,44743,2022-07-01,1650.95745071905
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BG,44774,2022-08-01,1608.7238916249166
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BH,44805,2022-09-01,1482.3864639910473
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BI,44835,2022-10-01,1277.2036358864887
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BJ,44866,2022-11-01,1158.9897355504359
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BK,44896,2022-12-01,1151.1468230983812
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BL,44927,2023-01-01,1112.8075567487124
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BM,44958,2023-02-01,1128.4287370410959
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BN,44986,2023-03-01,1126.5414897793676
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BO,45017,2023-04-01,1193.6675088013699
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BP,45047,2023-05-01,1130.5439856288717
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BQ,45078,2023-06-01,1058.5607164742216
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BR,45108,2023-07-01,1047.987939196513
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BS,45139,2023-08-01,1089.447481555168
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BT,45170,2023-09-01,1094.8883040194271
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BU,45200,2023-10-01,1055.281967565629
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BV,45231,2023-11-01,1047.0103826291406
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BW,45261,2023-12-01,1061.9167319210112
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BX,44927,2023-01-01,1089.0846190511481
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BY,44958,2023-02-01,1109.8611137215441
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),BZ,44986,2023-03-01,1109.8611137215441
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CA,45017,2023-04-01,1225.4097534154969
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CB,45047,2023-05-01,1332.108537169365
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CC,45078,2023-06-01,1364.6745668005528
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CD,45108,2023-07-01,1272.6847683485678
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CE,45139,2023-08-01,1270.809227902366
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CF,45536,2024-09-01,1129.0753486134495
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CG,45566,2024-10-01,1152.1991004438355
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CH,45597,2024-11-01,1051.6677347085927
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CI,45627,2024-12-01,1040.0243545099627
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CJ,45658,2025-01-01,1040.9417117377336
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CK,45689,2025-02-01,999.10786995336241
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CL,45717,2025-03-01,987.09989906164378
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CM,45748,2025-04-01,922.94369806818179
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CN,45778,2025-05-01,955.83918737683678
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CO,45809,2025-06-01,1193.6346462011832
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CP,45839,2025-07-01,1078.353421244645
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CQ,45870,2025-08-01,1060.1826915407223
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CR,45901,2025-09-01,1034.4026012423412
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CS,45931,2025-10-01,957.72094579277712
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CT,45962,2025-11-01,942.73744440585301
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CU,45992,2025-12-01,924.43734381083436
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,20,Sub Total (with Incremental Freight),CV,46023,2026-01-01,956.99882100066009
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),C,,,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),D,ICIS China MID (n-1). ,ICIS China MID (n-1). ,Sub total (con flete reg)
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),E,May-18,May-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),F,Jun-18,Jun-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),G,Jul-18,Jul-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),H,Ago-18,Ago-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),I,Sep-18,Sep-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),J,Oct-18,Oct-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),K,Nov-18,Nov-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),L,Dic-18,Dic-18,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),M,Jan-19,Jan-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),N,Feb-19,Feb-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),O,Mar-19,Mar-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),P,Abr-19,Abr-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),Q,May-19,May-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),R,Jun-19,Jun-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),S,Jul-19,Jul-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),T,Ago-19,Ago-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),U,Sep-19,Sep-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),V,Oct-19,Oct-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),W,Nov-19,Nov-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),X,Dic-19,Dic-19,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),Y,Jan-20,Jan-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),Z,Feb-20,Feb-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AA,Mar-20,Mar-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AB,Abr-20,Abr-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AC,Abr-20,Abr-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AD,May-20,May-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AE,May-20,May-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AF,Jun-20,Jun-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AG,Jun-20,Jun-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AH,Jul-20,Jul-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AI,Ago-20,Ago-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AJ,Sep-20,Sep-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AK,Oct-20,Oct-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AL,Nov-20,Nov-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AM,Dic-20,Dic-20,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AN,Jan-21,Jan-21,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AO,44228,2021-02-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AP,44256,2021-03-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AQ,44287,2021-04-01,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AR,44317,2021-05-01,1053.3161610680429
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AS,44348,2021-06-01,1040.8161610680429
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AT,44378,2021-07-01,1081.5395654189531
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AU,44409,2021-08-01,1087.7895654189531
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AV,44440,2021-09-01,1074.3554261296304
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AW,44440,2021-09-01,1226.1764947039042
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AX,44501,2021-11-01,1240.7395946868082
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AY,44531,2021-12-01,1150.7888886675175
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),AZ,44562,2022-01-01,1261
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BA,44593,2022-02-01,1256
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BB,44621,2022-03-01,1257
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BC,44652,2022-04-01,1317
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BD,44682,2022-05-01,1345.5303786887973
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BE,44713,2022-06-01,1364.7736089280543
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BF,44743,2022-07-01,1251.8799915244138
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BG,44774,2022-08-01,1222.3737051575531
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BH,44805,2022-09-01,1172.8544593418655
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BI,44835,2022-10-01,1098.5807221463976
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BJ,44866,2022-11-01,1035.8213672648903
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BK,44896,2022-12-01,1027.9784548128357
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BL,44927,2023-01-01,1087.8210066449851
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BM,44958,2023-02-01,1111.6240051191869
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BN,44986,2023-03-01,1126.5414897793676
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BO,45017,2023-04-01,1168.2264132430971
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BP,45047,2023-05-01,1084.51198097969
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BQ,45078,2023-06-01,1025.2559845523126
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BR,45108,2023-07-01,1021.5468436382404
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BS,45139,2023-08-01,1033.5972950878045
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BT,45170,2023-09-01,1043.5835720975181
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BU,45200,2023-10-01,1023.1135992800835
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BV,45231,2023-11-01,997.66019616177709
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BW,45261,2023-12-01,996.29381818092031
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BX,44927,2023-01-01,1023.4617053110572
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BY,44958,2023-02-01,1041.2836545269079
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),BZ,44986,2023-03-01,1041.2836545269079
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CA,45017,2023-04-01,1047.7413851299514
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CB,45047,2023-05-01,1039.1674416110923
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CC,45078,2023-06-01,1041.1880166968256
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CD,45108,2023-07-01,1047.8800364266588
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CE,45139,2023-08-01,1025.5499505259115
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CF,45536,2024-09-01,960.4978894188132
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CG,45566,2024-10-01,988.4852776128356
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CH,45597,2024-11-01,935.31754824122913
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CI,45627,2024-12-01,923.67416804259904
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CJ,45658,2025-01-01,931.95516163400623
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CK,45689,2025-02-01,934.16677439508965
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CL,45717,2025-03-01,916.88607623064377
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CM,45748,2025-04-01,874.09351160081815
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CN,45778,2025-05-01,904.57991000038226
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CO,45809,2025-06-01,930.7390051883649
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CP,45839,2025-07-01,915.59414386819049
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CQ,45870,2025-08-01,907.10523234608593
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CR,45901,2025-09-01,897.23423295679572
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CS,45931,2025-10-01,881.64348659814073
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CT,45962,2025-11-01,877.88725793848937
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CU,45992,2025-12-01,884.76897552528885
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,21,Sub Total (with Regular Freight),CV,46023,2026-01-01,950.69408907875095
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),C,,,
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),D,ICIS China MID (n-1). ,ICIS China MID (n-1). ,Duty 5% (Cambio de acuerdo a la regulación)
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),E,May-18,May-18,145.44342465753425
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),F,Jun-18,Jun-18,140.31397260273974
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),G,Jul-18,Jul-18,140.25036791020548
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),H,Ago-18,Ago-18,139.85232191780821
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),I,Sep-18,Sep-18,145.44342465753425
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),J,Oct-18,Oct-18,138.90337328767123
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),K,Nov-18,Nov-18,124.41267123287672
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),L,Dic-18,Dic-18,118.5205140983411
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),M,Jan-19,Jan-19,116.12646986301371
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),N,Feb-19,Feb-19,120.52538287671233
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),O,Mar-19,Mar-19,122.46607979452057
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),P,Abr-19,Abr-19,122.98359897260275
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),Q,May-19,May-19,112.96960287671234
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),R,Jun-19,Jun-19,104.87042773972604
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),S,Jul-19,Jul-19,109.0757890983411
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),T,Ago-19,Ago-19,101.01490986301371
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),U,Sep-19,Sep-19,98.918957191780819
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),V,Oct-19,Oct-19,96.043221917808225
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),W,Nov-19,Nov-19,94.91168253424658
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),X,Dic-19,Dic-19,95.676749190108225
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),Y,Jan-20,Jan-20,97.490086210050691
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),Z,Feb-20,Feb-20,97.490086210050691
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AA,Mar-20,Mar-20,86.704045505638362
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AB,Abr-20,Abr-20,78.13964374429726
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AC,Abr-20,Abr-20,83.597457627118658
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AD,May-20,May-20,79.643748930295885
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AE,May-20,May-20,81.532203389830499
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AF,Jun-20,Jun-20,80.558972560432878
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AG,Jun-20,Jun-20,81.020338983050848
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AH,Jul-20,Jul-20,78.558031689502741
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AI,Ago-20,Ago-20,77.355166347036985
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AJ,Sep-20,Sep-20,77.551809204268494
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AK,Oct-20,Oct-20,76.72758442922877
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AL,Nov-20,Nov-20,77.421062448406857
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AM,Dic-20,Dic-20,84.206268949776714
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AN,Jan-21,Jan-21,92.195386763475341
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AO,44228,2021-02-01,101.73986176347535
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AP,44256,2021-03-01,116.18679751142054
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AQ,44287,2021-04-01,110.04172456621507
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AR,44317,2021-05-01,130.70299838990431
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AS,44348,2021-06-01,133.08936202626793
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AT,44378,2021-07-01,148.02533882499532
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AU,44409,2021-08-01,76.506987594315845
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AV,44440,2021-09-01,77.767098811667893
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AW,44440,2021-09-01,85.358152240381571
1 Bavaria - Precio Marzo.xlsx,Fórmula Marzo 26,22,Duty 5% (Change According to Regulation),AX,44501,2021-11-01,86.086307239526775
